TACC:  Starting up job 3270485 
TACC:  Starting parallel tasks... 
msgPrefix	npes	pts_per_core	eleOrder	treeSortSz	treeConstructionSz	treeBalancingSz	constrNumNodes	treeMatvecSz	matvecNumNodes	sort(min)	sort(mean)	sort(max)	constr(min)	constr(mean)	constr(max)	bal(min)	bal(mean)	bal(max)	adaptive_oda(min)	adaptive_oda(mean)	adaptive_oda(max)	ghostexchange(min)	ghostexchange(mean)	ghostexchange(max)	topdown(min)	topdown(mean)	topdown(max)	bottomup(min)	bottomup(mean)	bottomup(max)	treeinterior(min)	treeinterior(mean)	treeinterior(max)	elemental(min)	elemental(mean)	elemental(max)	
weak	1	100	1	100	3271	14851	7841	15301	8427	0.000112057	0.000112057	0.000112057	0.00170612	0.00170612	0.00170612	0.165075	0.165075	0.165075	1.29902	1.29902	1.29902	4.76837e-08	4.76837e-08	4.76837e-08	3.91511e-07	3.91511e-07	3.91511e-07	6.06084e-08	6.06084e-08	6.06084e-08	3.84158e-05	3.84158e-05	3.84158e-05	2.54185e-06	2.54185e-06	2.54185e-06	
TACC:  Shutdown complete. Exiting. 

TACC:  Starting up job 3270485 
TACC:  Starting parallel tasks... 
msgPrefix	npes	pts_per_core	eleOrder	treeSortSz	treeConstructionSz	treeBalancingSz	constrNumNodes	treeMatvecSz	matvecNumNodes	sort(min)	sort(mean)	sort(max)	constr(min)	constr(mean)	constr(max)	bal(min)	bal(mean)	bal(max)	adaptive_oda(min)	adaptive_oda(mean)	adaptive_oda(max)	ghostexchange(min)	ghostexchange(mean)	ghostexchange(max)	topdown(min)	topdown(mean)	topdown(max)	bottomup(min)	bottomup(mean)	bottomup(max)	treeinterior(min)	treeinterior(mean)	treeinterior(max)	elemental(min)	elemental(mean)	elemental(max)	
weak	2	100	1	200	3946	125206	85822	100186	68032	8.39233e-05	8.69036e-05	8.98838e-05	0.000917196	0.000917554	0.000917912	0.255676	0.255677	0.255678	3.97086	3.97089	3.97091	5.4276e-05	0.00152774	0.00300121	5.21688e-07	5.24796e-07	5.27905e-07	7.2022e-08	7.29039e-08	7.37859e-08	3.7586e-05	3.7666e-05	3.7746e-05	2.24511e-06	2.24772e-06	2.25033e-06	
TACC:  Shutdown complete. Exiting. 

TACC:  Starting up job 3270485 
TACC:  Starting parallel tasks... 
msgPrefix	npes	pts_per_core	eleOrder	treeSortSz	treeConstructionSz	treeBalancingSz	constrNumNodes	treeMatvecSz	matvecNumNodes	sort(min)	sort(mean)	sort(max)	constr(min)	constr(mean)	constr(max)	bal(min)	bal(mean)	bal(max)	adaptive_oda(min)	adaptive_oda(mean)	adaptive_oda(max)	ghostexchange(min)	ghostexchange(mean)	ghostexchange(max)	topdown(min)	topdown(mean)	topdown(max)	bottomup(min)	bottomup(mean)	bottomup(max)	treeinterior(min)	treeinterior(mean)	treeinterior(max)	elemental(min)	elemental(mean)	elemental(max)	
weak	4	100	1	400	4681	177976	124452	189736	132836	9.10759e-05	0.000115335	0.000138044	0.00070405	0.000711918	0.000722885	0.234604	0.234622	0.234645	3.53739	3.5374	3.53741	7.10726e-05	0.0139769	0.0270761	5.74254e-07	5.88296e-07	6.03382e-07	7.82894e-08	7.95405e-08	8.15561e-08	3.64809e-05	3.76356e-05	3.86857e-05	2.24443e-06	2.28665e-06	2.33358e-06	
TACC:  Shutdown complete. Exiting. 

TACC:  Starting up job 3270485 
TACC:  Starting parallel tasks... 
msgPrefix	npes	pts_per_core	eleOrder	treeSortSz	treeConstructionSz	treeBalancingSz	constrNumNodes	treeMatvecSz	matvecNumNodes	sort(min)	sort(mean)	sort(max)	constr(min)	constr(mean)	constr(max)	bal(min)	bal(mean)	bal(max)	adaptive_oda(min)	adaptive_oda(mean)	adaptive_oda(max)	ghostexchange(min)	ghostexchange(mean)	ghostexchange(max)	topdown(min)	topdown(mean)	topdown(max)	bottomup(min)	bottomup(mean)	bottomup(max)	treeinterior(min)	treeinterior(mean)	treeinterior(max)	elemental(min)	elemental(mean)	elemental(max)	
weak	8	100	1	800	7231	236836	168262	230896	163066	0.000188828	0.000208437	0.000232935	0.00103903	0.0010443	0.00104904	0.276179	0.276202	0.276228	4.048	4.04814	4.04822	8.50797e-05	0.00184034	0.00366	6.40298e-07	6.52956e-07	6.67801e-07	8.13808e-08	8.65673e-08	9.11595e-08	3.79378e-05	3.87815e-05	3.98487e-05	2.37437e-06	2.38415e-06	2.39694e-06	
TACC:  Shutdown complete. Exiting. 

TACC:  Starting up job 3270485 
TACC:  Starting parallel tasks... 
msgPrefix	npes	pts_per_core	eleOrder	treeSortSz	treeConstructionSz	treeBalancingSz	constrNumNodes	treeMatvecSz	matvecNumNodes	sort(min)	sort(mean)	sort(max)	constr(min)	constr(mean)	constr(max)	bal(min)	bal(mean)	bal(max)	adaptive_oda(min)	adaptive_oda(mean)	adaptive_oda(max)	ghostexchange(min)	ghostexchange(mean)	ghostexchange(max)	topdown(min)	topdown(mean)	topdown(max)	bottomup(min)	bottomup(mean)	bottomup(max)	treeinterior(min)	treeinterior(mean)	treeinterior(max)	elemental(min)	elemental(mean)	elemental(max)	
weak	16	100	1	1600	11956	286711	201382	285811	201437	0.000185013	0.000317723	0.000347853	0.00110102	0.00111125	0.00112319	0.236838	0.236852	0.236869	5.94395	5.94413	5.94424	7.00712e-05	0.00138627	0.00266643	6.74565e-07	6.88223e-07	7.13019e-07	8.52796e-08	8.93678e-08	9.34863e-08	3.75e-05	3.87708e-05	3.97789e-05	2.37038e-06	2.3871e-06	2.40892e-06	
TACC:  Shutdown complete. Exiting. 

TACC:  Starting up job 3270485 
TACC:  Starting parallel tasks... 
