matvecs,res_L2,res_Linf,vcycles,group_name,cells,frequency_x,frequency_y,frequency_z,max_depth,mesh,mesh_family,scale_x,scale_y,scale_z,solver,unknowns
1,0.006833588604307578,0.15695533718076707,1,scale=[1_1_2] freq=[0.5_0.5_0.25] solver=accelerated_gmg mesh=adapt interpolation=0.5,11712,0.5,0.5,0.25,5,adaptive(0.5),adapt,1.0,1.0,2.0,accelerated_gmg,10369
2,0.0020675301951778137,0.033098841289513486,2,scale=[1_1_2] freq=[0.5_0.5_0.25] solver=accelerated_gmg mesh=adapt interpolation=0.5,11712,0.5,0.5,0.25,5,adaptive(0.5),adapt,1.0,1.0,2.0,accelerated_gmg,10369
3,0.0004730901578473138,0.006308889226911239,3,scale=[1_1_2] freq=[0.5_0.5_0.25] solver=accelerated_gmg mesh=adapt interpolation=0.5,11712,0.5,0.5,0.25,5,adaptive(0.5),adapt,1.0,1.0,2.0,accelerated_gmg,10369
4,0.00010861824222756548,0.001201201696911857,4,scale=[1_1_2] freq=[0.5_0.5_0.25] solver=accelerated_gmg mesh=adapt interpolation=0.5,11712,0.5,0.5,0.25,5,adaptive(0.5),adapt,1.0,1.0,2.0,accelerated_gmg,10369
5,1.026363258320198e-05,0.00024779017188579657,5,scale=[1_1_2] freq=[0.5_0.5_0.25] solver=accelerated_gmg mesh=adapt interpolation=0.5,11712,0.5,0.5,0.25,5,adaptive(0.5),adapt,1.0,1.0,2.0,accelerated_gmg,10369
6,2.4506343297542348e-06,5.721688932314957e-05,6,scale=[1_1_2] freq=[0.5_0.5_0.25] solver=accelerated_gmg mesh=adapt interpolation=0.5,11712,0.5,0.5,0.25,5,adaptive(0.5),adapt,1.0,1.0,2.0,accelerated_gmg,10369
7,4.812011707195898e-07,1.0716746031015754e-05,7,scale=[1_1_2] freq=[0.5_0.5_0.25] solver=accelerated_gmg mesh=adapt interpolation=0.5,11712,0.5,0.5,0.25,5,adaptive(0.5),adapt,1.0,1.0,2.0,accelerated_gmg,10369
8,5.600490660636699e-08,1.4240815090615768e-06,8,scale=[1_1_2] freq=[0.5_0.5_0.25] solver=accelerated_gmg mesh=adapt interpolation=0.5,11712,0.5,0.5,0.25,5,adaptive(0.5),adapt,1.0,1.0,2.0,accelerated_gmg,10369
9,1.5478409769305693e-08,2.886826098317395e-07,9,scale=[1_1_2] freq=[0.5_0.5_0.25] solver=accelerated_gmg mesh=adapt interpolation=0.5,11712,0.5,0.5,0.25,5,adaptive(0.5),adapt,1.0,1.0,2.0,accelerated_gmg,10369
10,1.7866845790213378e-09,3.9978764916496076e-08,10,scale=[1_1_2] freq=[0.5_0.5_0.25] solver=accelerated_gmg mesh=adapt interpolation=0.5,11712,0.5,0.5,0.25,5,adaptive(0.5),adapt,1.0,1.0,2.0,accelerated_gmg,10369
