matvecs,res_L2,res_Linf,vcycles,group_name,cells,frequency_x,frequency_y,frequency_z,max_depth,mesh,mesh_family,scale_x,scale_y,scale_z,solver,unknowns
18,8.151880609561246e-15,3.95516952522712e-16,18,scale=[1_1_1] freq=[0.5_0.5_0.5] solver=standalone_hybrid_mg mesh=uniform max_depth=4,4096,0.5,0.5,0.5,4,uniform(4),uniform,1.0,1.0,1.0,standalone_hybrid_mg,4913
0,0.16278077276837735,0.0008992452208694905,0,scale=[1_1_1] freq=[0.5_0.5_0.5] solver=standalone_hybrid_mg mesh=uniform max_depth=6,262144,0.5,0.5,0.5,6,uniform(6),uniform,1.0,1.0,1.0,standalone_hybrid_mg,274625
1,0.0020766349955499545,1.6076351352151434e-05,1,scale=[1_1_1] freq=[0.5_0.5_0.5] solver=standalone_hybrid_mg mesh=uniform max_depth=6,262144,0.5,0.5,0.5,6,uniform(6),uniform,1.0,1.0,1.0,standalone_hybrid_mg,274625
2,4.262948086317001e-05,2.566279747480676e-07,2,scale=[1_1_1] freq=[0.5_0.5_0.5] solver=standalone_hybrid_mg mesh=uniform max_depth=6,262144,0.5,0.5,0.5,6,uniform(6),uniform,1.0,1.0,1.0,standalone_hybrid_mg,274625
3,4.7141183458604e-06,2.4342391757089122e-08,3,scale=[1_1_1] freq=[0.5_0.5_0.5] solver=standalone_hybrid_mg mesh=uniform max_depth=6,262144,0.5,0.5,0.5,6,uniform(6),uniform,1.0,1.0,1.0,standalone_hybrid_mg,274625
4,5.85314816604222e-07,2.991373272676588e-09,4,scale=[1_1_1] freq=[0.5_0.5_0.5] solver=standalone_hybrid_mg mesh=uniform max_depth=6,262144,0.5,0.5,0.5,6,uniform(6),uniform,1.0,1.0,1.0,standalone_hybrid_mg,274625
5,7.24617185225298e-08,3.721403772703573e-10,5,scale=[1_1_1] freq=[0.5_0.5_0.5] solver=standalone_hybrid_mg mesh=uniform max_depth=6,262144,0.5,0.5,0.5,6,uniform(6),uniform,1.0,1.0,1.0,standalone_hybrid_mg,274625
6,8.968299318340671e-09,4.635281980296113e-11,6,scale=[1_1_1] freq=[0.5_0.5_0.5] solver=standalone_hybrid_mg mesh=uniform max_depth=6,262144,0.5,0.5,0.5,6,uniform(6),uniform,1.0,1.0,1.0,standalone_hybrid_mg,274625
7,1.1105631037223617e-09,5.806375616857623e-12,7,scale=[1_1_1] freq=[0.5_0.5_0.5] solver=standalone_hybrid_mg mesh=uniform max_depth=6,262144,0.5,0.5,0.5,6,uniform(6),uniform,1.0,1.0,1.0,standalone_hybrid_mg,274625
8,1.3795887402520935e-10,7.383306206004692e-13,8,scale=[1_1_1] freq=[0.5_0.5_0.5] solver=standalone_hybrid_mg mesh=uniform max_depth=6,262144,0.5,0.5,0.5,6,uniform(6),uniform,1.0,1.0,1.0,standalone_hybrid_mg,274625
9,1.7435823448494965e-11,9.75931575136757e-14,9,scale=[1_1_1] freq=[0.5_0.5_0.5] solver=standalone_hybrid_mg mesh=uniform max_depth=6,262144,0.5,0.5,0.5,6,uniform(6),uniform,1.0,1.0,1.0,standalone_hybrid_mg,274625
10,2.3946079321754994e-12,1.4184833863062352e-14,10,scale=[1_1_1] freq=[0.5_0.5_0.5] solver=standalone_hybrid_mg mesh=uniform max_depth=6,262144,0.5,0.5,0.5,6,uniform(6),uniform,1.0,1.0,1.0,standalone_hybrid_mg,274625
11,4.2482257431428537e-13,2.5754138405220672e-15,11,scale=[1_1_1] freq=[0.5_0.5_0.5] solver=standalone_hybrid_mg mesh=uniform max_depth=6,262144,0.5,0.5,0.5,6,uniform(6),uniform,1.0,1.0,1.0,standalone_hybrid_mg,274625
12,1.0358857651564792e-13,6.1257422745431e-16,12,scale=[1_1_1] freq=[0.5_0.5_0.5] solver=standalone_hybrid_mg mesh=uniform max_depth=6,262144,0.5,0.5,0.5,6,uniform(6),uniform,1.0,1.0,1.0,standalone_hybrid_mg,274625
13,2.918700088842884e-14,1.8583225236401546e-16,13,scale=[1_1_1] freq=[0.5_0.5_0.5] solver=standalone_hybrid_mg mesh=uniform max_depth=6,262144,0.5,0.5,0.5,6,uniform(6),uniform,1.0,1.0,1.0,standalone_hybrid_mg,274625
14,8.638943256480287e-15,6.895525817007808e-17,14,scale=[1_1_1] freq=[0.5_0.5_0.5] solver=standalone_hybrid_mg mesh=uniform max_depth=6,262144,0.5,0.5,0.5,6,uniform(6),uniform,1.0,1.0,1.0,standalone_hybrid_mg,274625
15,2.9627754548037026e-15,3.642919299551295e-17,15,scale=[1_1_1] freq=[0.5_0.5_0.5] solver=standalone_hybrid_mg mesh=uniform max_depth=6,262144,0.5,0.5,0.5,6,uniform(6),uniform,1.0,1.0,1.0,standalone_hybrid_mg,274625
16,1.9667382252404436e-15,3.122502256758253e-17,16,scale=[1_1_1] freq=[0.5_0.5_0.5] solver=standalone_hybrid_mg mesh=uniform max_depth=6,262144,0.5,0.5,0.5,6,uniform(6),uniform,1.0,1.0,1.0,standalone_hybrid_mg,274625
17,1.4716958087393056e-15,2.417770844642675e-17,17,scale=[1_1_1] freq=[0.5_0.5_0.5] solver=standalone_hybrid_mg mesh=uniform max_depth=6,262144,0.5,0.5,0.5,6,uniform(6),uniform,1.0,1.0,1.0,standalone_hybrid_mg,274625
