matvecs,res_L2,res_Linf,vcycles,group_name,cells,frequency_x,frequency_y,max_depth,mesh,mesh_family,scale_x,scale_y,solver,unknowns
6,0.00011915166260561341,2.456046989432817e-06,6,scale=[1_0.5] freq=[0.5_1] solver=standalone_gmg mesh=uniform max_depth=7,16384,0.5,1.0,7,uniform(7),uniform,1.0,0.5,standalone_gmg,16641
7,4.675226625530078e-05,1.009513399606414e-06,7,scale=[1_0.5] freq=[0.5_1] solver=standalone_gmg mesh=uniform max_depth=7,16384,0.5,1.0,7,uniform(7),uniform,1.0,0.5,standalone_gmg,16641
8,2.2363685348950608e-05,4.894431312541317e-07,8,scale=[1_0.5] freq=[0.5_1] solver=standalone_gmg mesh=uniform max_depth=7,16384,0.5,1.0,7,uniform(7),uniform,1.0,0.5,standalone_gmg,16641
9,1.1275265859754441e-05,2.4887884190322434e-07,9,scale=[1_0.5] freq=[0.5_1] solver=standalone_gmg mesh=uniform max_depth=7,16384,0.5,1.0,7,uniform(7),uniform,1.0,0.5,standalone_gmg,16641
10,5.742446493474188e-06,1.2664748691285956e-07,10,scale=[1_0.5] freq=[0.5_1] solver=standalone_gmg mesh=uniform max_depth=7,16384,0.5,1.0,7,uniform(7),uniform,1.0,0.5,standalone_gmg,16641
11,2.9299111427804727e-06,6.467235751583204e-08,11,scale=[1_0.5] freq=[0.5_1] solver=standalone_gmg mesh=uniform max_depth=7,16384,0.5,1.0,7,uniform(7),uniform,1.0,0.5,standalone_gmg,16641
12,1.4953720376676322e-06,3.29873810538334e-08,12,scale=[1_0.5] freq=[0.5_1] solver=standalone_gmg mesh=uniform max_depth=7,16384,0.5,1.0,7,uniform(7),uniform,1.0,0.5,standalone_gmg,16641
13,7.632532807486218e-07,1.684108260973597e-08,13,scale=[1_0.5] freq=[0.5_1] solver=standalone_gmg mesh=uniform max_depth=7,16384,0.5,1.0,7,uniform(7),uniform,1.0,0.5,standalone_gmg,16641
14,3.895760137615191e-07,8.59493367786051e-09,14,scale=[1_0.5] freq=[0.5_1] solver=standalone_gmg mesh=uniform max_depth=7,16384,0.5,1.0,7,uniform(7),uniform,1.0,0.5,standalone_gmg,16641
15,1.9884585482023812e-07,4.38716619792761e-09,15,scale=[1_0.5] freq=[0.5_1] solver=standalone_gmg mesh=uniform max_depth=7,16384,0.5,1.0,7,uniform(7),uniform,1.0,0.5,standalone_gmg,16641
16,1.0149414235240154e-07,2.2392337271524496e-09,16,scale=[1_0.5] freq=[0.5_1] solver=standalone_gmg mesh=uniform max_depth=7,16384,0.5,1.0,7,uniform(7),uniform,1.0,0.5,standalone_gmg,16641
17,5.1804256678912446e-08,1.1429490963691877e-09,17,scale=[1_0.5] freq=[0.5_1] solver=standalone_gmg mesh=uniform max_depth=7,16384,0.5,1.0,7,uniform(7),uniform,1.0,0.5,standalone_gmg,16641
18,2.6441733044650786e-08,5.833776132524796e-10,18,scale=[1_0.5] freq=[0.5_1] solver=standalone_gmg mesh=uniform max_depth=7,16384,0.5,1.0,7,uniform(7),uniform,1.0,0.5,standalone_gmg,16641
19,1.3496289631668408e-08,2.9776575617094375e-10,19,scale=[1_0.5] freq=[0.5_1] solver=standalone_gmg mesh=uniform max_depth=7,16384,0.5,1.0,7,uniform(7),uniform,1.0,0.5,standalone_gmg,16641
20,6.888725230942623e-09,1.51984388290817e-10,20,scale=[1_0.5] freq=[0.5_1] solver=standalone_gmg mesh=uniform max_depth=7,16384,0.5,1.0,7,uniform(7),uniform,1.0,0.5,standalone_gmg,16641
21,3.516116996655318e-09,7.757532604572154e-11,21,scale=[1_0.5] freq=[0.5_1] solver=standalone_gmg mesh=uniform max_depth=7,16384,0.5,1.0,7,uniform(7),uniform,1.0,0.5,standalone_gmg,16641
22,1.7946832209915949e-09,3.959571201733042e-11,22,scale=[1_0.5] freq=[0.5_1] solver=standalone_gmg mesh=uniform max_depth=7,16384,0.5,1.0,7,uniform(7),uniform,1.0,0.5,standalone_gmg,16641
23,9.160352390463253e-10,2.0210301856539437e-11,23,scale=[1_0.5] freq=[0.5_1] solver=standalone_gmg mesh=uniform max_depth=7,16384,0.5,1.0,7,uniform(7),uniform,1.0,0.5,standalone_gmg,16641
24,4.675593069911623e-10,1.0315682010854366e-11,24,scale=[1_0.5] freq=[0.5_1] solver=standalone_gmg mesh=uniform max_depth=7,16384,0.5,1.0,7,uniform(7),uniform,1.0,0.5,standalone_gmg,16641
25,2.386498010699647e-10,5.265294819069288e-12,25,scale=[1_0.5] freq=[0.5_1] solver=standalone_gmg mesh=uniform max_depth=7,16384,0.5,1.0,7,uniform(7),uniform,1.0,0.5,standalone_gmg,16641
26,1.218106728567544e-10,2.687516767289899e-12,26,scale=[1_0.5] freq=[0.5_1] solver=standalone_gmg mesh=uniform max_depth=7,16384,0.5,1.0,7,uniform(7),uniform,1.0,0.5,standalone_gmg,16641
27,6.217415650168423e-11,1.371760018943624e-12,27,scale=[1_0.5] freq=[0.5_1] solver=standalone_gmg mesh=uniform max_depth=7,16384,0.5,1.0,7,uniform(7),uniform,1.0,0.5,standalone_gmg,16641
28,3.1734616710392745e-11,7.00177437730487e-13,28,scale=[1_0.5] freq=[0.5_1] solver=standalone_gmg mesh=uniform max_depth=7,16384,0.5,1.0,7,uniform(7),uniform,1.0,0.5,standalone_gmg,16641
29,1.6197905099817253e-11,3.5739607887746994e-13,29,scale=[1_0.5] freq=[0.5_1] solver=standalone_gmg mesh=uniform max_depth=7,16384,0.5,1.0,7,uniform(7),uniform,1.0,0.5,standalone_gmg,16641
30,8.267667601865601e-12,1.8245615521911285e-13,30,scale=[1_0.5] freq=[0.5_1] solver=standalone_gmg mesh=uniform max_depth=7,16384,0.5,1.0,7,uniform(7),uniform,1.0,0.5,standalone_gmg,16641
31,4.219910589582919e-12,9.312830454716314e-14,31,scale=[1_0.5] freq=[0.5_1] solver=standalone_gmg mesh=uniform max_depth=7,16384,0.5,1.0,7,uniform(7),uniform,1.0,0.5,standalone_gmg,16641
32,2.1538640373479944e-12,4.7541723162403127e-14,32,scale=[1_0.5] freq=[0.5_1] solver=standalone_gmg mesh=uniform max_depth=7,16384,0.5,1.0,7,uniform(7),uniform,1.0,0.5,standalone_gmg,16641
33,1.0994189868711939e-12,2.428081607303012e-14,33,scale=[1_0.5] freq=[0.5_1] solver=standalone_gmg mesh=uniform max_depth=7,16384,0.5,1.0,7,uniform(7),uniform,1.0,0.5,standalone_gmg,16641
34,5.611597832529039e-13,1.2403435483560044e-14,34,scale=[1_0.5] freq=[0.5_1] solver=standalone_gmg mesh=uniform max_depth=7,16384,0.5,1.0,7,uniform(7),uniform,1.0,0.5,standalone_gmg,16641
35,2.8729326471140405e-13,6.400912785919921e-15,35,scale=[1_0.5] freq=[0.5_1] solver=standalone_gmg mesh=uniform max_depth=7,16384,0.5,1.0,7,uniform(7),uniform,1.0,0.5,standalone_gmg,16641
36,1.4749585136657823e-13,3.290770433928003e-15,36,scale=[1_0.5] freq=[0.5_1] solver=standalone_gmg mesh=uniform max_depth=7,16384,0.5,1.0,7,uniform(7),uniform,1.0,0.5,standalone_gmg,16641
37,7.658385740151781e-14,1.7529380724745636e-15,37,scale=[1_0.5] freq=[0.5_1] solver=standalone_gmg mesh=uniform max_depth=7,16384,0.5,1.0,7,uniform(7),uniform,1.0,0.5,standalone_gmg,16641
38,4.1216492639785373e-14,1.1518563880486e-15,38,scale=[1_0.5] freq=[0.5_1] solver=standalone_gmg mesh=uniform max_depth=7,16384,0.5,1.0,7,uniform(7),uniform,1.0,0.5,standalone_gmg,16641
39,2.4076472461501516e-14,8.430756093247282e-16,39,scale=[1_0.5] freq=[0.5_1] solver=standalone_gmg mesh=uniform max_depth=7,16384,0.5,1.0,7,uniform(7),uniform,1.0,0.5,standalone_gmg,16641
40,1.7444306020822782e-14,7.728193085476676e-16,40,scale=[1_0.5] freq=[0.5_1] solver=standalone_gmg mesh=uniform max_depth=7,16384,0.5,1.0,7,uniform(7),uniform,1.0,0.5,standalone_gmg,16641
0,0.21055707936240345,0.0018734161583140669,0,scale=[1_0.5] freq=[0.5_1] solver=standalone_hybrid_mg mesh=adapt interpolation=1.0e-2,40048,0.5,1.0,8,adaptive(1.0e-2),adapt,1.0,0.5,standalone_hybrid_mg,39513
1,0.009020043675187767,0.0004901639377141789,1,scale=[1_0.5] freq=[0.5_1] solver=standalone_hybrid_mg mesh=adapt interpolation=1.0e-2,40048,0.5,1.0,8,adaptive(1.0e-2),adapt,1.0,0.5,standalone_hybrid_mg,39513
2,0.0010149087906306724,6.45690712497149e-05,2,scale=[1_0.5] freq=[0.5_1] solver=standalone_hybrid_mg mesh=adapt interpolation=1.0e-2,40048,0.5,1.0,8,adaptive(1.0e-2),adapt,1.0,0.5,standalone_hybrid_mg,39513
3,0.00016357295920283683,1.1600431166165553e-05,3,scale=[1_0.5] freq=[0.5_1] solver=standalone_hybrid_mg mesh=adapt interpolation=1.0e-2,40048,0.5,1.0,8,adaptive(1.0e-2),adapt,1.0,0.5,standalone_hybrid_mg,39513
4,2.9167869559886865e-05,2.243576481972048e-06,4,scale=[1_0.5] freq=[0.5_1] solver=standalone_hybrid_mg mesh=adapt interpolation=1.0e-2,40048,0.5,1.0,8,adaptive(1.0e-2),adapt,1.0,0.5,standalone_hybrid_mg,39513
5,5.529641552211445e-06,4.48629147462758e-07,5,scale=[1_0.5] freq=[0.5_1] solver=standalone_hybrid_mg mesh=adapt interpolation=1.0e-2,40048,0.5,1.0,8,adaptive(1.0e-2),adapt,1.0,0.5,standalone_hybrid_mg,39513
6,1.085463786532924e-06,9.135779696634039e-08,6,scale=[1_0.5] freq=[0.5_1] solver=standalone_hybrid_mg mesh=adapt interpolation=1.0e-2,40048,0.5,1.0,8,adaptive(1.0e-2),adapt,1.0,0.5,standalone_hybrid_mg,39513
7,2.1743559056048076e-07,1.8811145515839484e-08,7,scale=[1_0.5] freq=[0.5_1] solver=standalone_hybrid_mg mesh=adapt interpolation=1.0e-2,40048,0.5,1.0,8,adaptive(1.0e-2),adapt,1.0,0.5,standalone_hybrid_mg,39513
8,4.411823358037352e-08,3.901802235039414e-09,8,scale=[1_0.5] freq=[0.5_1] solver=standalone_hybrid_mg mesh=adapt interpolation=1.0e-2,40048,0.5,1.0,8,adaptive(1.0e-2),adapt,1.0,0.5,standalone_hybrid_mg,39513
9,9.033887430673529e-09,8.135539603104647e-10,9,scale=[1_0.5] freq=[0.5_1] solver=standalone_hybrid_mg mesh=adapt interpolation=1.0e-2,40048,0.5,1.0,8,adaptive(1.0e-2),adapt,1.0,0.5,standalone_hybrid_mg,39513
10,1.8633427826163544e-09,1.7031605249392956e-10,10,scale=[1_0.5] freq=[0.5_1] solver=standalone_hybrid_mg mesh=adapt interpolation=1.0e-2,40048,0.5,1.0,8,adaptive(1.0e-2),adapt,1.0,0.5,standalone_hybrid_mg,39513
11,3.8676270361446603e-10,3.577402263310603e-11,11,scale=[1_0.5] freq=[0.5_1] solver=standalone_hybrid_mg mesh=adapt interpolation=1.0e-2,40048,0.5,1.0,8,adaptive(1.0e-2),adapt,1.0,0.5,standalone_hybrid_mg,39513
12,8.073836720232413e-11,7.53620776894337e-12,12,scale=[1_0.5] freq=[0.5_1] solver=standalone_hybrid_mg mesh=adapt interpolation=1.0e-2,40048,0.5,1.0,8,adaptive(1.0e-2),adapt,1.0,0.5,standalone_hybrid_mg,39513
13,1.6944876016851054e-11,1.5918856944435733e-12,13,scale=[1_0.5] freq=[0.5_1] solver=standalone_hybrid_mg mesh=adapt interpolation=1.0e-2,40048,0.5,1.0,8,adaptive(1.0e-2),adapt,1.0,0.5,standalone_hybrid_mg,39513
14,3.574430752444328e-12,3.3736208271406554e-13,14,scale=[1_0.5] freq=[0.5_1] solver=standalone_hybrid_mg mesh=adapt interpolation=1.0e-2,40048,0.5,1.0,8,adaptive(1.0e-2),adapt,1.0,0.5,standalone_hybrid_mg,39513
15,7.589258466037161e-13,7.176117339247057e-14,15,scale=[1_0.5] freq=[0.5_1] solver=standalone_hybrid_mg mesh=adapt interpolation=1.0e-2,40048,0.5,1.0,8,adaptive(1.0e-2),adapt,1.0,0.5,standalone_hybrid_mg,39513
16,1.6805119739544704e-13,1.544597783009749e-14,16,scale=[1_0.5] freq=[0.5_1] solver=standalone_hybrid_mg mesh=adapt interpolation=1.0e-2,40048,0.5,1.0,8,adaptive(1.0e-2),adapt,1.0,0.5,standalone_hybrid_mg,39513
17,5.694272221598104e-14,3.4759521649885272e-15,17,scale=[1_0.5] freq=[0.5_1] solver=standalone_hybrid_mg mesh=adapt interpolation=1.0e-2,40048,0.5,1.0,8,adaptive(1.0e-2),adapt,1.0,0.5,standalone_hybrid_mg,39513
18,4.5137343905863034e-14,1.1633489310769463e-15,18,scale=[1_0.5] freq=[0.5_1] solver=standalone_hybrid_mg mesh=adapt interpolation=1.0e-2,40048,0.5,1.0,8,adaptive(1.0e-2),adapt,1.0,0.5,standalone_hybrid_mg,39513
19,4.4684156988992116e-14,1.4198711650870166e-15,19,scale=[1_0.5] freq=[0.5_1] solver=standalone_hybrid_mg mesh=adapt interpolation=1.0e-2,40048,0.5,1.0,8,adaptive(1.0e-2),adapt,1.0,0.5,standalone_hybrid_mg,39513
20,4.4175363872677676e-14,1.1494711432691318e-15,20,scale=[1_0.5] freq=[0.5_1] solver=standalone_hybrid_mg mesh=adapt interpolation=1.0e-2,40048,0.5,1.0,8,adaptive(1.0e-2),adapt,1.0,0.5,standalone_hybrid_mg,39513
0,0.06239642722656459,0.0002004442369593582,0,scale=[1_0.5] freq=[0.5_1] solver=standalone_hybrid_mg mesh=adapt interpolation=1.0e-3,474832,0.5,1.0,10,adaptive(1.0e-3),adapt,1.0,0.5,standalone_hybrid_mg,472289
1,0.002243231476398073,4.987016848469753e-05,1,scale=[1_0.5] freq=[0.5_1] solver=standalone_hybrid_mg mesh=adapt interpolation=1.0e-3,474832,0.5,1.0,10,adaptive(1.0e-3),adapt,1.0,0.5,standalone_hybrid_mg,472289
2,0.00023892793859921457,9.267470299263757e-06,2,scale=[1_0.5] freq=[0.5_1] solver=standalone_hybrid_mg mesh=adapt interpolation=1.0e-3,474832,0.5,1.0,10,adaptive(1.0e-3),adapt,1.0,0.5,standalone_hybrid_mg,472289
3,3.868940067378149e-05,1.9755481362862862e-06,3,scale=[1_0.5] freq=[0.5_1] solver=standalone_hybrid_mg mesh=adapt interpolation=1.0e-3,474832,0.5,1.0,10,adaptive(1.0e-3),adapt,1.0,0.5,standalone_hybrid_mg,472289
4,7.308097253611778e-06,4.225072498795549e-07,4,scale=[1_0.5] freq=[0.5_1] solver=standalone_hybrid_mg mesh=adapt interpolation=1.0e-3,474832,0.5,1.0,10,adaptive(1.0e-3),adapt,1.0,0.5,standalone_hybrid_mg,472289
5,1.5259024306408306e-06,9.04810797383907e-08,5,scale=[1_0.5] freq=[0.5_1] solver=standalone_hybrid_mg mesh=adapt interpolation=1.0e-3,474832,0.5,1.0,10,adaptive(1.0e-3),adapt,1.0,0.5,standalone_hybrid_mg,472289
6,3.3652132126188414e-07,1.938633993478966e-08,6,scale=[1_0.5] freq=[0.5_1] solver=standalone_hybrid_mg mesh=adapt interpolation=1.0e-3,474832,0.5,1.0,10,adaptive(1.0e-3),adapt,1.0,0.5,standalone_hybrid_mg,472289
7,7.62975778287567e-08,4.1543603682462314e-09,7,scale=[1_0.5] freq=[0.5_1] solver=standalone_hybrid_mg mesh=adapt interpolation=1.0e-3,474832,0.5,1.0,10,adaptive(1.0e-3),adapt,1.0,0.5,standalone_hybrid_mg,472289
8,1.7552383863265934e-08,9.086902760736988e-10,8,scale=[1_0.5] freq=[0.5_1] solver=standalone_hybrid_mg mesh=adapt interpolation=1.0e-3,474832,0.5,1.0,10,adaptive(1.0e-3),adapt,1.0,0.5,standalone_hybrid_mg,472289
9,4.07302413461304e-09,2.1955103495863507e-10,9,scale=[1_0.5] freq=[0.5_1] solver=standalone_hybrid_mg mesh=adapt interpolation=1.0e-3,474832,0.5,1.0,10,adaptive(1.0e-3),adapt,1.0,0.5,standalone_hybrid_mg,472289
10,9.507436433834134e-10,5.3182581223002595e-11,10,scale=[1_0.5] freq=[0.5_1] solver=standalone_hybrid_mg mesh=adapt interpolation=1.0e-3,474832,0.5,1.0,10,adaptive(1.0e-3),adapt,1.0,0.5,standalone_hybrid_mg,472289
11,2.2293271706049284e-10,1.2844882763766302e-11,11,scale=[1_0.5] freq=[0.5_1] solver=standalone_hybrid_mg mesh=adapt interpolation=1.0e-3,474832,0.5,1.0,10,adaptive(1.0e-3),adapt,1.0,0.5,standalone_hybrid_mg,472289
12,5.2470152618739336e-11,3.0969719518915417e-12,12,scale=[1_0.5] freq=[0.5_1] solver=standalone_hybrid_mg mesh=adapt interpolation=1.0e-3,474832,0.5,1.0,10,adaptive(1.0e-3),adapt,1.0,0.5,standalone_hybrid_mg,472289
13,1.239016087199338e-11,7.459912136804914e-13,13,scale=[1_0.5] freq=[0.5_1] solver=standalone_hybrid_mg mesh=adapt interpolation=1.0e-3,474832,0.5,1.0,10,adaptive(1.0e-3),adapt,1.0,0.5,standalone_hybrid_mg,472289
14,2.9384681033306805e-12,1.7964931842487375e-13,14,scale=[1_0.5] freq=[0.5_1] solver=standalone_hybrid_mg mesh=adapt interpolation=1.0e-3,474832,0.5,1.0,10,adaptive(1.0e-3),adapt,1.0,0.5,standalone_hybrid_mg,472289
15,7.168354555122689e-13,4.328964487224085e-14,15,scale=[1_0.5] freq=[0.5_1] solver=standalone_hybrid_mg mesh=adapt interpolation=1.0e-3,474832,0.5,1.0,10,adaptive(1.0e-3),adapt,1.0,0.5,standalone_hybrid_mg,472289
16,2.3697260210083745e-13,1.0551943433606548e-14,16,scale=[1_0.5] freq=[0.5_1] solver=standalone_hybrid_mg mesh=adapt interpolation=1.0e-3,474832,0.5,1.0,10,adaptive(1.0e-3),adapt,1.0,0.5,standalone_hybrid_mg,472289
17,1.725751228657775e-13,2.6309792018619493e-15,17,scale=[1_0.5] freq=[0.5_1] solver=standalone_hybrid_mg mesh=adapt interpolation=1.0e-3,474832,0.5,1.0,10,adaptive(1.0e-3),adapt,1.0,0.5,standalone_hybrid_mg,472289
18,1.686875961436698e-13,1.576158908250802e-15,18,scale=[1_0.5] freq=[0.5_1] solver=standalone_hybrid_mg mesh=adapt interpolation=1.0e-3,474832,0.5,1.0,10,adaptive(1.0e-3),adapt,1.0,0.5,standalone_hybrid_mg,472289
19,1.6804611633123527e-13,1.3489914480607768e-15,19,scale=[1_0.5] freq=[0.5_1] solver=standalone_hybrid_mg mesh=adapt interpolation=1.0e-3,474832,0.5,1.0,10,adaptive(1.0e-3),adapt,1.0,0.5,standalone_hybrid_mg,472289
0,0.1013637915387812,0.00042768705561204465,0,scale=[1_0.5] freq=[0.5_1] solver=standalone_hybrid_mg mesh=adapt interpolation=2.0e-3,175648,0.5,1.0,9,adaptive(2.0e-3),adapt,1.0,0.5,standalone_hybrid_mg,174465
1,0.003086024641136162,0.00010067848715498658,1,scale=[1_0.5] freq=[0.5_1] solver=standalone_hybrid_mg mesh=adapt interpolation=2.0e-3,175648,0.5,1.0,9,adaptive(2.0e-3),adapt,1.0,0.5,standalone_hybrid_mg,174465
2,0.0003402345861642582,1.6108986629870064e-05,2,scale=[1_0.5] freq=[0.5_1] solver=standalone_hybrid_mg mesh=adapt interpolation=2.0e-3,175648,0.5,1.0,9,adaptive(2.0e-3),adapt,1.0,0.5,standalone_hybrid_mg,174465
3,5.3721487203765697e-05,3.2132009176084626e-06,3,scale=[1_0.5] freq=[0.5_1] solver=standalone_hybrid_mg mesh=adapt interpolation=2.0e-3,175648,0.5,1.0,9,adaptive(2.0e-3),adapt,1.0,0.5,standalone_hybrid_mg,174465
4,9.649938087186698e-06,6.482638346765024e-07,4,scale=[1_0.5] freq=[0.5_1] solver=standalone_hybrid_mg mesh=adapt interpolation=2.0e-3,175648,0.5,1.0,9,adaptive(2.0e-3),adapt,1.0,0.5,standalone_hybrid_mg,174465
5,1.8698632648697273e-06,1.318247869590023e-07,5,scale=[1_0.5] freq=[0.5_1] solver=standalone_hybrid_mg mesh=adapt interpolation=2.0e-3,175648,0.5,1.0,9,adaptive(2.0e-3),adapt,1.0,0.5,standalone_hybrid_mg,174465
6,3.7745797820513186e-07,2.6991047023068246e-08,6,scale=[1_0.5] freq=[0.5_1] solver=standalone_hybrid_mg mesh=adapt interpolation=2.0e-3,175648,0.5,1.0,9,adaptive(2.0e-3),adapt,1.0,0.5,standalone_hybrid_mg,174465
7,7.790525553373093e-08,5.557961807152803e-09,7,scale=[1_0.5] freq=[0.5_1] solver=standalone_hybrid_mg mesh=adapt interpolation=2.0e-3,175648,0.5,1.0,9,adaptive(2.0e-3),adapt,1.0,0.5,standalone_hybrid_mg,174465
8,1.6284478831859466e-08,1.1497924807353163e-09,8,scale=[1_0.5] freq=[0.5_1] solver=standalone_hybrid_mg mesh=adapt interpolation=2.0e-3,175648,0.5,1.0,9,adaptive(2.0e-3),adapt,1.0,0.5,standalone_hybrid_mg,174465
9,3.4310499809777812e-09,2.387523696540522e-10,9,scale=[1_0.5] freq=[0.5_1] solver=standalone_hybrid_mg mesh=adapt interpolation=2.0e-3,175648,0.5,1.0,9,adaptive(2.0e-3),adapt,1.0,0.5,standalone_hybrid_mg,174465
10,7.270577266138745e-10,4.972734832416059e-11,10,scale=[1_0.5] freq=[0.5_1] solver=standalone_hybrid_mg mesh=adapt interpolation=2.0e-3,175648,0.5,1.0,9,adaptive(2.0e-3),adapt,1.0,0.5,standalone_hybrid_mg,174465
11,1.5484432723066017e-10,1.0382938324220159e-11,11,scale=[1_0.5] freq=[0.5_1] solver=standalone_hybrid_mg mesh=adapt interpolation=2.0e-3,175648,0.5,1.0,9,adaptive(2.0e-3),adapt,1.0,0.5,standalone_hybrid_mg,174465
12,3.3154927303088835e-11,2.1723741512255645e-12,12,scale=[1_0.5] freq=[0.5_1] solver=standalone_hybrid_mg mesh=adapt interpolation=2.0e-3,175648,0.5,1.0,9,adaptive(2.0e-3),adapt,1.0,0.5,standalone_hybrid_mg,174465
13,7.146113668916872e-12,4.552967703373711e-13,13,scale=[1_0.5] freq=[0.5_1] solver=standalone_hybrid_mg mesh=adapt interpolation=2.0e-3,175648,0.5,1.0,9,adaptive(2.0e-3),adapt,1.0,0.5,standalone_hybrid_mg,174465
14,1.5558611412167996e-12,9.559475606935042e-14,14,scale=[1_0.5] freq=[0.5_1] solver=standalone_hybrid_mg mesh=adapt interpolation=2.0e-3,175648,0.5,1.0,9,adaptive(2.0e-3),adapt,1.0,0.5,standalone_hybrid_mg,174465
15,3.53113817101783e-13,2.0137754311311262e-14,15,scale=[1_0.5] freq=[0.5_1] solver=standalone_hybrid_mg mesh=adapt interpolation=2.0e-3,175648,0.5,1.0,9,adaptive(2.0e-3),adapt,1.0,0.5,standalone_hybrid_mg,174465
16,1.1821993684992804e-13,4.3062341886779265e-15,16,scale=[1_0.5] freq=[0.5_1] solver=standalone_hybrid_mg mesh=adapt interpolation=2.0e-3,175648,0.5,1.0,9,adaptive(2.0e-3),adapt,1.0,0.5,standalone_hybrid_mg,174465
17,9.161848272617022e-14,1.3602400456003139e-15,17,scale=[1_0.5] freq=[0.5_1] solver=standalone_hybrid_mg mesh=adapt interpolation=2.0e-3,175648,0.5,1.0,9,adaptive(2.0e-3),adapt,1.0,0.5,standalone_hybrid_mg,174465
18,8.99152158645526e-14,1.3286355522723614e-15,18,scale=[1_0.5] freq=[0.5_1] solver=standalone_hybrid_mg mesh=adapt interpolation=2.0e-3,175648,0.5,1.0,9,adaptive(2.0e-3),adapt,1.0,0.5,standalone_hybrid_mg,174465
19,9.027736658385081e-14,1.2908511065612416e-15,19,scale=[1_0.5] freq=[0.5_1] solver=standalone_hybrid_mg mesh=adapt interpolation=2.0e-3,175648,0.5,1.0,9,adaptive(2.0e-3),adapt,1.0,0.5,standalone_hybrid_mg,174465
0,0.1432520763258934,0.0011389046362451723,0,scale=[1_0.5] freq=[0.5_1] solver=standalone_hybrid_mg mesh=adapt interpolation=5.0e-3,95392,0.5,1.0,9,adaptive(5.0e-3),adapt,1.0,0.5,standalone_hybrid_mg,94401
1,0.007534741895880327,0.0002766958873853828,1,scale=[1_0.5] freq=[0.5_1] solver=standalone_hybrid_mg mesh=adapt interpolation=5.0e-3,95392,0.5,1.0,9,adaptive(5.0e-3),adapt,1.0,0.5,standalone_hybrid_mg,94401
2,0.0009484689854623195,4.667178101207996e-05,2,scale=[1_0.5] freq=[0.5_1] solver=standalone_hybrid_mg mesh=adapt interpolation=5.0e-3,95392,0.5,1.0,9,adaptive(5.0e-3),adapt,1.0,0.5,standalone_hybrid_mg,94401
3,0.00016845656056190553,9.904303154833409e-06,3,scale=[1_0.5] freq=[0.5_1] solver=standalone_hybrid_mg mesh=adapt interpolation=5.0e-3,95392,0.5,1.0,9,adaptive(5.0e-3),adapt,1.0,0.5,standalone_hybrid_mg,94401
4,3.336632824733029e-05,2.1143406135837794e-06,4,scale=[1_0.5] freq=[0.5_1] solver=standalone_hybrid_mg mesh=adapt interpolation=5.0e-3,95392,0.5,1.0,9,adaptive(5.0e-3),adapt,1.0,0.5,standalone_hybrid_mg,94401
5,6.944744935719651e-06,4.530039096691148e-07,5,scale=[1_0.5] freq=[0.5_1] solver=standalone_hybrid_mg mesh=adapt interpolation=5.0e-3,95392,0.5,1.0,9,adaptive(5.0e-3),adapt,1.0,0.5,standalone_hybrid_mg,94401
6,1.4788484477159586e-06,9.722093518476152e-08,6,scale=[1_0.5] freq=[0.5_1] solver=standalone_hybrid_mg mesh=adapt interpolation=5.0e-3,95392,0.5,1.0,9,adaptive(5.0e-3),adapt,1.0,0.5,standalone_hybrid_mg,94401
7,3.1912736224038434e-07,2.088107654190166e-08,7,scale=[1_0.5] freq=[0.5_1] solver=standalone_hybrid_mg mesh=adapt interpolation=5.0e-3,95392,0.5,1.0,9,adaptive(5.0e-3),adapt,1.0,0.5,standalone_hybrid_mg,94401
8,6.9603656475352e-08,4.486646547883534e-09,8,scale=[1_0.5] freq=[0.5_1] solver=standalone_hybrid_mg mesh=adapt interpolation=5.0e-3,95392,0.5,1.0,9,adaptive(5.0e-3),adapt,1.0,0.5,standalone_hybrid_mg,94401
9,1.5344894351541773e-08,9.642769574361512e-10,9,scale=[1_0.5] freq=[0.5_1] solver=standalone_hybrid_mg mesh=adapt interpolation=5.0e-3,95392,0.5,1.0,9,adaptive(5.0e-3),adapt,1.0,0.5,standalone_hybrid_mg,94401
10,3.4235613979951377e-09,2.0728190745864655e-10,10,scale=[1_0.5] freq=[0.5_1] solver=standalone_hybrid_mg mesh=adapt interpolation=5.0e-3,95392,0.5,1.0,9,adaptive(5.0e-3),adapt,1.0,0.5,standalone_hybrid_mg,94401
11,7.742002448308355e-10,4.456392947802673e-11,11,scale=[1_0.5] freq=[0.5_1] solver=standalone_hybrid_mg mesh=adapt interpolation=5.0e-3,95392,0.5,1.0,9,adaptive(5.0e-3),adapt,1.0,0.5,standalone_hybrid_mg,94401
12,1.77711940763997e-10,9.776167939415381e-12,12,scale=[1_0.5] freq=[0.5_1] solver=standalone_hybrid_mg mesh=adapt interpolation=5.0e-3,95392,0.5,1.0,9,adaptive(5.0e-3),adapt,1.0,0.5,standalone_hybrid_mg,94401
13,4.1445372755992596e-11,2.2071253245187217e-12,13,scale=[1_0.5] freq=[0.5_1] solver=standalone_hybrid_mg mesh=adapt interpolation=5.0e-3,95392,0.5,1.0,9,adaptive(5.0e-3),adapt,1.0,0.5,standalone_hybrid_mg,94401
