matvecs,res_L2,res_Linf,vcycles,group_name,cells,frequency_x,frequency_y,max_depth,mesh,mesh_family,scale_x,scale_y,solver,unknowns
14,8.816766506204871e-14,,14,scale=[1_2] freq=[0.5_0.25] solver=accelerated_amg mesh=uniform max_depth=4,256,0.5,0.25,4,uniform(4),uniform,1.0,2.0,accelerated_amg,289
15,1.4014404568079274e-14,,15,scale=[1_2] freq=[0.5_0.25] solver=accelerated_amg mesh=uniform max_depth=4,256,0.5,0.25,4,uniform(4),uniform,1.0,2.0,accelerated_amg,289
0,0.7685895781071249,,0,scale=[1_2] freq=[0.5_0.25] solver=accelerated_amg mesh=uniform max_depth=6,4096,0.5,0.25,6,uniform(6),uniform,1.0,2.0,accelerated_amg,4225
1,1.2581621739707365,,1,scale=[1_2] freq=[0.5_0.25] solver=accelerated_amg mesh=uniform max_depth=6,4096,0.5,0.25,6,uniform(6),uniform,1.0,2.0,accelerated_amg,4225
2,0.12284661191258918,,2,scale=[1_2] freq=[0.5_0.25] solver=accelerated_amg mesh=uniform max_depth=6,4096,0.5,0.25,6,uniform(6),uniform,1.0,2.0,accelerated_amg,4225
3,0.0139618185592486,,3,scale=[1_2] freq=[0.5_0.25] solver=accelerated_amg mesh=uniform max_depth=6,4096,0.5,0.25,6,uniform(6),uniform,1.0,2.0,accelerated_amg,4225
4,0.00423962099374222,,4,scale=[1_2] freq=[0.5_0.25] solver=accelerated_amg mesh=uniform max_depth=6,4096,0.5,0.25,6,uniform(6),uniform,1.0,2.0,accelerated_amg,4225
5,0.0008499833954402774,,5,scale=[1_2] freq=[0.5_0.25] solver=accelerated_amg mesh=uniform max_depth=6,4096,0.5,0.25,6,uniform(6),uniform,1.0,2.0,accelerated_amg,4225
6,0.00016599957321170085,,6,scale=[1_2] freq=[0.5_0.25] solver=accelerated_amg mesh=uniform max_depth=6,4096,0.5,0.25,6,uniform(6),uniform,1.0,2.0,accelerated_amg,4225
7,2.8590392613758953e-05,,7,scale=[1_2] freq=[0.5_0.25] solver=accelerated_amg mesh=uniform max_depth=6,4096,0.5,0.25,6,uniform(6),uniform,1.0,2.0,accelerated_amg,4225
8,4.555983302240179e-06,,8,scale=[1_2] freq=[0.5_0.25] solver=accelerated_amg mesh=uniform max_depth=6,4096,0.5,0.25,6,uniform(6),uniform,1.0,2.0,accelerated_amg,4225
9,9.256922800668308e-07,,9,scale=[1_2] freq=[0.5_0.25] solver=accelerated_amg mesh=uniform max_depth=6,4096,0.5,0.25,6,uniform(6),uniform,1.0,2.0,accelerated_amg,4225
10,2.1331002282918106e-07,,10,scale=[1_2] freq=[0.5_0.25] solver=accelerated_amg mesh=uniform max_depth=6,4096,0.5,0.25,6,uniform(6),uniform,1.0,2.0,accelerated_amg,4225
11,4.4315125720468285e-08,,11,scale=[1_2] freq=[0.5_0.25] solver=accelerated_amg mesh=uniform max_depth=6,4096,0.5,0.25,6,uniform(6),uniform,1.0,2.0,accelerated_amg,4225
12,8.934616051406642e-09,,12,scale=[1_2] freq=[0.5_0.25] solver=accelerated_amg mesh=uniform max_depth=6,4096,0.5,0.25,6,uniform(6),uniform,1.0,2.0,accelerated_amg,4225
13,2.056022480844884e-09,,13,scale=[1_2] freq=[0.5_0.25] solver=accelerated_amg mesh=uniform max_depth=6,4096,0.5,0.25,6,uniform(6),uniform,1.0,2.0,accelerated_amg,4225
14,6.003413232686533e-10,,14,scale=[1_2] freq=[0.5_0.25] solver=accelerated_amg mesh=uniform max_depth=6,4096,0.5,0.25,6,uniform(6),uniform,1.0,2.0,accelerated_amg,4225
15,1.1179834978857992e-10,,15,scale=[1_2] freq=[0.5_0.25] solver=accelerated_amg mesh=uniform max_depth=6,4096,0.5,0.25,6,uniform(6),uniform,1.0,2.0,accelerated_amg,4225
16,2.3669614925378927e-11,,16,scale=[1_2] freq=[0.5_0.25] solver=accelerated_amg mesh=uniform max_depth=6,4096,0.5,0.25,6,uniform(6),uniform,1.0,2.0,accelerated_amg,4225
17,5.606809738517053e-12,,17,scale=[1_2] freq=[0.5_0.25] solver=accelerated_amg mesh=uniform max_depth=6,4096,0.5,0.25,6,uniform(6),uniform,1.0,2.0,accelerated_amg,4225
18,1.28519245268844e-12,,18,scale=[1_2] freq=[0.5_0.25] solver=accelerated_amg mesh=uniform max_depth=6,4096,0.5,0.25,6,uniform(6),uniform,1.0,2.0,accelerated_amg,4225
19,3.6886069134320664e-13,,19,scale=[1_2] freq=[0.5_0.25] solver=accelerated_amg mesh=uniform max_depth=6,4096,0.5,0.25,6,uniform(6),uniform,1.0,2.0,accelerated_amg,4225
20,8.912703337764029e-14,,20,scale=[1_2] freq=[0.5_0.25] solver=accelerated_amg mesh=uniform max_depth=6,4096,0.5,0.25,6,uniform(6),uniform,1.0,2.0,accelerated_amg,4225
21,1.5827999137255437e-14,,21,scale=[1_2] freq=[0.5_0.25] solver=accelerated_amg mesh=uniform max_depth=6,4096,0.5,0.25,6,uniform(6),uniform,1.0,2.0,accelerated_amg,4225
22,4.52281120689275e-15,,22,scale=[1_2] freq=[0.5_0.25] solver=accelerated_amg mesh=uniform max_depth=6,4096,0.5,0.25,6,uniform(6),uniform,1.0,2.0,accelerated_amg,4225
0,0.385221891082618,,0,scale=[1_2] freq=[0.5_0.25] solver=accelerated_amg mesh=uniform max_depth=7,16384,0.5,0.25,7,uniform(7),uniform,1.0,2.0,accelerated_amg,16641
1,1.5107650942831325,,1,scale=[1_2] freq=[0.5_0.25] solver=accelerated_amg mesh=uniform max_depth=7,16384,0.5,0.25,7,uniform(7),uniform,1.0,2.0,accelerated_amg,16641
2,0.16138041412801052,,2,scale=[1_2] freq=[0.5_0.25] solver=accelerated_amg mesh=uniform max_depth=7,16384,0.5,0.25,7,uniform(7),uniform,1.0,2.0,accelerated_amg,16641
3,0.02030625717527337,,3,scale=[1_2] freq=[0.5_0.25] solver=accelerated_amg mesh=uniform max_depth=7,16384,0.5,0.25,7,uniform(7),uniform,1.0,2.0,accelerated_amg,16641
4,0.007424724509424807,,4,scale=[1_2] freq=[0.5_0.25] solver=accelerated_amg mesh=uniform max_depth=7,16384,0.5,0.25,7,uniform(7),uniform,1.0,2.0,accelerated_amg,16641
5,0.0013795505704663504,,5,scale=[1_2] freq=[0.5_0.25] solver=accelerated_amg mesh=uniform max_depth=7,16384,0.5,0.25,7,uniform(7),uniform,1.0,2.0,accelerated_amg,16641
6,0.000486588427238351,,6,scale=[1_2] freq=[0.5_0.25] solver=accelerated_amg mesh=uniform max_depth=7,16384,0.5,0.25,7,uniform(7),uniform,1.0,2.0,accelerated_amg,16641
7,0.00010312776169705934,,7,scale=[1_2] freq=[0.5_0.25] solver=accelerated_amg mesh=uniform max_depth=7,16384,0.5,0.25,7,uniform(7),uniform,1.0,2.0,accelerated_amg,16641
8,2.665268950272664e-05,,8,scale=[1_2] freq=[0.5_0.25] solver=accelerated_amg mesh=uniform max_depth=7,16384,0.5,0.25,7,uniform(7),uniform,1.0,2.0,accelerated_amg,16641
9,6.171437263532377e-06,,9,scale=[1_2] freq=[0.5_0.25] solver=accelerated_amg mesh=uniform max_depth=7,16384,0.5,0.25,7,uniform(7),uniform,1.0,2.0,accelerated_amg,16641
10,1.682663077687782e-06,,10,scale=[1_2] freq=[0.5_0.25] solver=accelerated_amg mesh=uniform max_depth=7,16384,0.5,0.25,7,uniform(7),uniform,1.0,2.0,accelerated_amg,16641
11,3.809693307606883e-07,,11,scale=[1_2] freq=[0.5_0.25] solver=accelerated_amg mesh=uniform max_depth=7,16384,0.5,0.25,7,uniform(7),uniform,1.0,2.0,accelerated_amg,16641
12,8.694855604491641e-08,,12,scale=[1_2] freq=[0.5_0.25] solver=accelerated_amg mesh=uniform max_depth=7,16384,0.5,0.25,7,uniform(7),uniform,1.0,2.0,accelerated_amg,16641
13,1.9485512020377376e-08,,13,scale=[1_2] freq=[0.5_0.25] solver=accelerated_amg mesh=uniform max_depth=7,16384,0.5,0.25,7,uniform(7),uniform,1.0,2.0,accelerated_amg,16641
14,5.128022054177966e-09,,14,scale=[1_2] freq=[0.5_0.25] solver=accelerated_amg mesh=uniform max_depth=7,16384,0.5,0.25,7,uniform(7),uniform,1.0,2.0,accelerated_amg,16641
15,1.2143457530173286e-09,,15,scale=[1_2] freq=[0.5_0.25] solver=accelerated_amg mesh=uniform max_depth=7,16384,0.5,0.25,7,uniform(7),uniform,1.0,2.0,accelerated_amg,16641
16,3.1360522871932787e-10,,16,scale=[1_2] freq=[0.5_0.25] solver=accelerated_amg mesh=uniform max_depth=7,16384,0.5,0.25,7,uniform(7),uniform,1.0,2.0,accelerated_amg,16641
17,7.148565399401034e-11,,17,scale=[1_2] freq=[0.5_0.25] solver=accelerated_amg mesh=uniform max_depth=7,16384,0.5,0.25,7,uniform(7),uniform,1.0,2.0,accelerated_amg,16641
18,1.7544147418829844e-11,,18,scale=[1_2] freq=[0.5_0.25] solver=accelerated_amg mesh=uniform max_depth=7,16384,0.5,0.25,7,uniform(7),uniform,1.0,2.0,accelerated_amg,16641
19,4.570196734472855e-12,,19,scale=[1_2] freq=[0.5_0.25] solver=accelerated_amg mesh=uniform max_depth=7,16384,0.5,0.25,7,uniform(7),uniform,1.0,2.0,accelerated_amg,16641
20,1.3266114279695151e-12,,20,scale=[1_2] freq=[0.5_0.25] solver=accelerated_amg mesh=uniform max_depth=7,16384,0.5,0.25,7,uniform(7),uniform,1.0,2.0,accelerated_amg,16641
21,3.5429278621134287e-13,,21,scale=[1_2] freq=[0.5_0.25] solver=accelerated_amg mesh=uniform max_depth=7,16384,0.5,0.25,7,uniform(7),uniform,1.0,2.0,accelerated_amg,16641
22,8.565875025706703e-14,,22,scale=[1_2] freq=[0.5_0.25] solver=accelerated_amg mesh=uniform max_depth=7,16384,0.5,0.25,7,uniform(7),uniform,1.0,2.0,accelerated_amg,16641
23,2.6721778796884492e-14,,23,scale=[1_2] freq=[0.5_0.25] solver=accelerated_amg mesh=uniform max_depth=7,16384,0.5,0.25,7,uniform(7),uniform,1.0,2.0,accelerated_amg,16641
24,7.314322103835206e-15,,24,scale=[1_2] freq=[0.5_0.25] solver=accelerated_amg mesh=uniform max_depth=7,16384,0.5,0.25,7,uniform(7),uniform,1.0,2.0,accelerated_amg,16641
25,2.063772664579421e-15,,25,scale=[1_2] freq=[0.5_0.25] solver=accelerated_amg mesh=uniform max_depth=7,16384,0.5,0.25,7,uniform(7),uniform,1.0,2.0,accelerated_amg,16641
0,0.4250656947761341,,0,scale=[1_2] freq=[0.5_0.25] solver=standalone_amg mesh=adapt interpolation=1.0e-2,9952,0.5,0.25,7,adaptive(1.0e-2),adapt,1.0,2.0,standalone_amg,9769
1,1.0335060344989804,,1,scale=[1_2] freq=[0.5_0.25] solver=standalone_amg mesh=adapt interpolation=1.0e-2,9952,0.5,0.25,7,adaptive(1.0e-2),adapt,1.0,2.0,standalone_amg,9769
2,0.4883084060573699,,2,scale=[1_2] freq=[0.5_0.25] solver=standalone_amg mesh=adapt interpolation=1.0e-2,9952,0.5,0.25,7,adaptive(1.0e-2),adapt,1.0,2.0,standalone_amg,9769
3,0.22048960959563269,,3,scale=[1_2] freq=[0.5_0.25] solver=standalone_amg mesh=adapt interpolation=1.0e-2,9952,0.5,0.25,7,adaptive(1.0e-2),adapt,1.0,2.0,standalone_amg,9769
4,0.09933297613569568,,4,scale=[1_2] freq=[0.5_0.25] solver=standalone_amg mesh=adapt interpolation=1.0e-2,9952,0.5,0.25,7,adaptive(1.0e-2),adapt,1.0,2.0,standalone_amg,9769
5,0.04504209308402236,,5,scale=[1_2] freq=[0.5_0.25] solver=standalone_amg mesh=adapt interpolation=1.0e-2,9952,0.5,0.25,7,adaptive(1.0e-2),adapt,1.0,2.0,standalone_amg,9769
6,0.020622268508850718,,6,scale=[1_2] freq=[0.5_0.25] solver=standalone_amg mesh=adapt interpolation=1.0e-2,9952,0.5,0.25,7,adaptive(1.0e-2),adapt,1.0,2.0,standalone_amg,9769
7,0.009549764290419415,,7,scale=[1_2] freq=[0.5_0.25] solver=standalone_amg mesh=adapt interpolation=1.0e-2,9952,0.5,0.25,7,adaptive(1.0e-2),adapt,1.0,2.0,standalone_amg,9769
8,0.004478221853200306,,8,scale=[1_2] freq=[0.5_0.25] solver=standalone_amg mesh=adapt interpolation=1.0e-2,9952,0.5,0.25,7,adaptive(1.0e-2),adapt,1.0,2.0,standalone_amg,9769
9,0.0021284984319003644,,9,scale=[1_2] freq=[0.5_0.25] solver=standalone_amg mesh=adapt interpolation=1.0e-2,9952,0.5,0.25,7,adaptive(1.0e-2),adapt,1.0,2.0,standalone_amg,9769
10,0.001026118778575604,,10,scale=[1_2] freq=[0.5_0.25] solver=standalone_amg mesh=adapt interpolation=1.0e-2,9952,0.5,0.25,7,adaptive(1.0e-2),adapt,1.0,2.0,standalone_amg,9769
11,0.0005019786532026027,,11,scale=[1_2] freq=[0.5_0.25] solver=standalone_amg mesh=adapt interpolation=1.0e-2,9952,0.5,0.25,7,adaptive(1.0e-2),adapt,1.0,2.0,standalone_amg,9769
12,0.0002492568413787653,,12,scale=[1_2] freq=[0.5_0.25] solver=standalone_amg mesh=adapt interpolation=1.0e-2,9952,0.5,0.25,7,adaptive(1.0e-2),adapt,1.0,2.0,standalone_amg,9769
13,0.00012563250153056153,,13,scale=[1_2] freq=[0.5_0.25] solver=standalone_amg mesh=adapt interpolation=1.0e-2,9952,0.5,0.25,7,adaptive(1.0e-2),adapt,1.0,2.0,standalone_amg,9769
14,6.42665498448841e-05,,14,scale=[1_2] freq=[0.5_0.25] solver=standalone_amg mesh=adapt interpolation=1.0e-2,9952,0.5,0.25,7,adaptive(1.0e-2),adapt,1.0,2.0,standalone_amg,9769
15,3.335469817693229e-05,,15,scale=[1_2] freq=[0.5_0.25] solver=standalone_amg mesh=adapt interpolation=1.0e-2,9952,0.5,0.25,7,adaptive(1.0e-2),adapt,1.0,2.0,standalone_amg,9769
16,1.755554553845644e-05,,16,scale=[1_2] freq=[0.5_0.25] solver=standalone_amg mesh=adapt interpolation=1.0e-2,9952,0.5,0.25,7,adaptive(1.0e-2),adapt,1.0,2.0,standalone_amg,9769
17,9.364751081957215e-06,,17,scale=[1_2] freq=[0.5_0.25] solver=standalone_amg mesh=adapt interpolation=1.0e-2,9952,0.5,0.25,7,adaptive(1.0e-2),adapt,1.0,2.0,standalone_amg,9769
18,5.059324066254223e-06,,18,scale=[1_2] freq=[0.5_0.25] solver=standalone_amg mesh=adapt interpolation=1.0e-2,9952,0.5,0.25,7,adaptive(1.0e-2),adapt,1.0,2.0,standalone_amg,9769
19,2.765997424854757e-06,,19,scale=[1_2] freq=[0.5_0.25] solver=standalone_amg mesh=adapt interpolation=1.0e-2,9952,0.5,0.25,7,adaptive(1.0e-2),adapt,1.0,2.0,standalone_amg,9769
20,1.5289461187730998e-06,,20,scale=[1_2] freq=[0.5_0.25] solver=standalone_amg mesh=adapt interpolation=1.0e-2,9952,0.5,0.25,7,adaptive(1.0e-2),adapt,1.0,2.0,standalone_amg,9769
21,8.537168547952677e-07,,21,scale=[1_2] freq=[0.5_0.25] solver=standalone_amg mesh=adapt interpolation=1.0e-2,9952,0.5,0.25,7,adaptive(1.0e-2),adapt,1.0,2.0,standalone_amg,9769
22,4.810744817424708e-07,,22,scale=[1_2] freq=[0.5_0.25] solver=standalone_amg mesh=adapt interpolation=1.0e-2,9952,0.5,0.25,7,adaptive(1.0e-2),adapt,1.0,2.0,standalone_amg,9769
23,2.7333240560678615e-07,,23,scale=[1_2] freq=[0.5_0.25] solver=standalone_amg mesh=adapt interpolation=1.0e-2,9952,0.5,0.25,7,adaptive(1.0e-2),adapt,1.0,2.0,standalone_amg,9769
24,1.5644882092618652e-07,,24,scale=[1_2] freq=[0.5_0.25] solver=standalone_amg mesh=adapt interpolation=1.0e-2,9952,0.5,0.25,7,adaptive(1.0e-2),adapt,1.0,2.0,standalone_amg,9769
25,9.01371504719582e-08,,25,scale=[1_2] freq=[0.5_0.25] solver=standalone_amg mesh=adapt interpolation=1.0e-2,9952,0.5,0.25,7,adaptive(1.0e-2),adapt,1.0,2.0,standalone_amg,9769
26,5.223529302522819e-08,,26,scale=[1_2] freq=[0.5_0.25] solver=standalone_amg mesh=adapt interpolation=1.0e-2,9952,0.5,0.25,7,adaptive(1.0e-2),adapt,1.0,2.0,standalone_amg,9769
27,3.0427277819110715e-08,,27,scale=[1_2] freq=[0.5_0.25] solver=standalone_amg mesh=adapt interpolation=1.0e-2,9952,0.5,0.25,7,adaptive(1.0e-2),adapt,1.0,2.0,standalone_amg,9769
28,1.7805027004904336e-08,,28,scale=[1_2] freq=[0.5_0.25] solver=standalone_amg mesh=adapt interpolation=1.0e-2,9952,0.5,0.25,7,adaptive(1.0e-2),adapt,1.0,2.0,standalone_amg,9769
29,1.0461011034863155e-08,,29,scale=[1_2] freq=[0.5_0.25] solver=standalone_amg mesh=adapt interpolation=1.0e-2,9952,0.5,0.25,7,adaptive(1.0e-2),adapt,1.0,2.0,standalone_amg,9769
30,6.168138232838458e-09,,30,scale=[1_2] freq=[0.5_0.25] solver=standalone_amg mesh=adapt interpolation=1.0e-2,9952,0.5,0.25,7,adaptive(1.0e-2),adapt,1.0,2.0,standalone_amg,9769
31,3.6484282448895907e-09,,31,scale=[1_2] freq=[0.5_0.25] solver=standalone_amg mesh=adapt interpolation=1.0e-2,9952,0.5,0.25,7,adaptive(1.0e-2),adapt,1.0,2.0,standalone_amg,9769
32,2.16407119498598e-09,,32,scale=[1_2] freq=[0.5_0.25] solver=standalone_amg mesh=adapt interpolation=1.0e-2,9952,0.5,0.25,7,adaptive(1.0e-2),adapt,1.0,2.0,standalone_amg,9769
33,1.2868025877334969e-09,,33,scale=[1_2] freq=[0.5_0.25] solver=standalone_amg mesh=adapt interpolation=1.0e-2,9952,0.5,0.25,7,adaptive(1.0e-2),adapt,1.0,2.0,standalone_amg,9769
34,7.668411073410089e-10,,34,scale=[1_2] freq=[0.5_0.25] solver=standalone_amg mesh=adapt interpolation=1.0e-2,9952,0.5,0.25,7,adaptive(1.0e-2),adapt,1.0,2.0,standalone_amg,9769
35,4.578697213939839e-10,,35,scale=[1_2] freq=[0.5_0.25] solver=standalone_amg mesh=adapt interpolation=1.0e-2,9952,0.5,0.25,7,adaptive(1.0e-2),adapt,1.0,2.0,standalone_amg,9769
36,2.738573072928893e-10,,36,scale=[1_2] freq=[0.5_0.25] solver=standalone_amg mesh=adapt interpolation=1.0e-2,9952,0.5,0.25,7,adaptive(1.0e-2),adapt,1.0,2.0,standalone_amg,9769
37,1.6404659584415004e-10,,37,scale=[1_2] freq=[0.5_0.25] solver=standalone_amg mesh=adapt interpolation=1.0e-2,9952,0.5,0.25,7,adaptive(1.0e-2),adapt,1.0,2.0,standalone_amg,9769
38,9.840044378303597e-11,,38,scale=[1_2] freq=[0.5_0.25] solver=standalone_amg mesh=adapt interpolation=1.0e-2,9952,0.5,0.25,7,adaptive(1.0e-2),adapt,1.0,2.0,standalone_amg,9769
39,5.909260602439387e-11,,39,scale=[1_2] freq=[0.5_0.25] solver=standalone_amg mesh=adapt interpolation=1.0e-2,9952,0.5,0.25,7,adaptive(1.0e-2),adapt,1.0,2.0,standalone_amg,9769
40,3.552599461849425e-11,,40,scale=[1_2] freq=[0.5_0.25] solver=standalone_amg mesh=adapt interpolation=1.0e-2,9952,0.5,0.25,7,adaptive(1.0e-2),adapt,1.0,2.0,standalone_amg,9769
0,0.28640712430688275,,0,scale=[1_2] freq=[0.5_0.25] solver=standalone_amg mesh=adapt interpolation=5.0e-3,23920,0.5,0.25,8,adaptive(5.0e-3),adapt,1.0,2.0,standalone_amg,23505
1,1.004308319496982,,1,scale=[1_2] freq=[0.5_0.25] solver=standalone_amg mesh=adapt interpolation=5.0e-3,23920,0.5,0.25,8,adaptive(5.0e-3),adapt,1.0,2.0,standalone_amg,23505
2,0.5067296690785782,,2,scale=[1_2] freq=[0.5_0.25] solver=standalone_amg mesh=adapt interpolation=5.0e-3,23920,0.5,0.25,8,adaptive(5.0e-3),adapt,1.0,2.0,standalone_amg,23505
3,0.24245532627528624,,3,scale=[1_2] freq=[0.5_0.25] solver=standalone_amg mesh=adapt interpolation=5.0e-3,23920,0.5,0.25,8,adaptive(5.0e-3),adapt,1.0,2.0,standalone_amg,23505
4,0.11573173188398274,,4,scale=[1_2] freq=[0.5_0.25] solver=standalone_amg mesh=adapt interpolation=5.0e-3,23920,0.5,0.25,8,adaptive(5.0e-3),adapt,1.0,2.0,standalone_amg,23505
5,0.05568658491497578,,5,scale=[1_2] freq=[0.5_0.25] solver=standalone_amg mesh=adapt interpolation=5.0e-3,23920,0.5,0.25,8,adaptive(5.0e-3),adapt,1.0,2.0,standalone_amg,23505
6,0.027123577640407327,,6,scale=[1_2] freq=[0.5_0.25] solver=standalone_amg mesh=adapt interpolation=5.0e-3,23920,0.5,0.25,8,adaptive(5.0e-3),adapt,1.0,2.0,standalone_amg,23505
7,0.013411217906774056,,7,scale=[1_2] freq=[0.5_0.25] solver=standalone_amg mesh=adapt interpolation=5.0e-3,23920,0.5,0.25,8,adaptive(5.0e-3),adapt,1.0,2.0,standalone_amg,23505
8,0.0067478701678622376,,8,scale=[1_2] freq=[0.5_0.25] solver=standalone_amg mesh=adapt interpolation=5.0e-3,23920,0.5,0.25,8,adaptive(5.0e-3),adapt,1.0,2.0,standalone_amg,23505
9,0.0034620205009702988,,9,scale=[1_2] freq=[0.5_0.25] solver=standalone_amg mesh=adapt interpolation=5.0e-3,23920,0.5,0.25,8,adaptive(5.0e-3),adapt,1.0,2.0,standalone_amg,23505
10,0.0018136485731272218,,10,scale=[1_2] freq=[0.5_0.25] solver=standalone_amg mesh=adapt interpolation=5.0e-3,23920,0.5,0.25,8,adaptive(5.0e-3),adapt,1.0,2.0,standalone_amg,23505
11,0.0009705234306527239,,11,scale=[1_2] freq=[0.5_0.25] solver=standalone_amg mesh=adapt interpolation=5.0e-3,23920,0.5,0.25,8,adaptive(5.0e-3),adapt,1.0,2.0,standalone_amg,23505
12,0.0005301153899685522,,12,scale=[1_2] freq=[0.5_0.25] solver=standalone_amg mesh=adapt interpolation=5.0e-3,23920,0.5,0.25,8,adaptive(5.0e-3),adapt,1.0,2.0,standalone_amg,23505
13,0.0002950522888138905,,13,scale=[1_2] freq=[0.5_0.25] solver=standalone_amg mesh=adapt interpolation=5.0e-3,23920,0.5,0.25,8,adaptive(5.0e-3),adapt,1.0,2.0,standalone_amg,23505
14,0.00016694165023423038,,14,scale=[1_2] freq=[0.5_0.25] solver=standalone_amg mesh=adapt interpolation=5.0e-3,23920,0.5,0.25,8,adaptive(5.0e-3),adapt,1.0,2.0,standalone_amg,23505
15,9.577204402421608e-05,,15,scale=[1_2] freq=[0.5_0.25] solver=standalone_amg mesh=adapt interpolation=5.0e-3,23920,0.5,0.25,8,adaptive(5.0e-3),adapt,1.0,2.0,standalone_amg,23505
16,5.5569637800226854e-05,,16,scale=[1_2] freq=[0.5_0.25] solver=standalone_amg mesh=adapt interpolation=5.0e-3,23920,0.5,0.25,8,adaptive(5.0e-3),adapt,1.0,2.0,standalone_amg,23505
17,3.253956982772107e-05,,17,scale=[1_2] freq=[0.5_0.25] solver=standalone_amg mesh=adapt interpolation=5.0e-3,23920,0.5,0.25,8,adaptive(5.0e-3),adapt,1.0,2.0,standalone_amg,23505
18,1.919468557767388e-05,,18,scale=[1_2] freq=[0.5_0.25] solver=standalone_amg mesh=adapt interpolation=5.0e-3,23920,0.5,0.25,8,adaptive(5.0e-3),adapt,1.0,2.0,standalone_amg,23505
19,1.1390196732837074e-05,,19,scale=[1_2] freq=[0.5_0.25] solver=standalone_amg mesh=adapt interpolation=5.0e-3,23920,0.5,0.25,8,adaptive(5.0e-3),adapt,1.0,2.0,standalone_amg,23505
20,6.791942289033111e-06,,20,scale=[1_2] freq=[0.5_0.25] solver=standalone_amg mesh=adapt interpolation=5.0e-3,23920,0.5,0.25,8,adaptive(5.0e-3),adapt,1.0,2.0,standalone_amg,23505
21,4.066483426931232e-06,,21,scale=[1_2] freq=[0.5_0.25] solver=standalone_amg mesh=adapt interpolation=5.0e-3,23920,0.5,0.25,8,adaptive(5.0e-3),adapt,1.0,2.0,standalone_amg,23505
22,2.4431371659638655e-06,,22,scale=[1_2] freq=[0.5_0.25] solver=standalone_amg mesh=adapt interpolation=5.0e-3,23920,0.5,0.25,8,adaptive(5.0e-3),adapt,1.0,2.0,standalone_amg,23505
23,1.4722833075450034e-06,,23,scale=[1_2] freq=[0.5_0.25] solver=standalone_amg mesh=adapt interpolation=5.0e-3,23920,0.5,0.25,8,adaptive(5.0e-3),adapt,1.0,2.0,standalone_amg,23505
24,8.896347692863901e-07,,24,scale=[1_2] freq=[0.5_0.25] solver=standalone_amg mesh=adapt interpolation=5.0e-3,23920,0.5,0.25,8,adaptive(5.0e-3),adapt,1.0,2.0,standalone_amg,23505
25,5.389002664325864e-07,,25,scale=[1_2] freq=[0.5_0.25] solver=standalone_amg mesh=adapt interpolation=5.0e-3,23920,0.5,0.25,8,adaptive(5.0e-3),adapt,1.0,2.0,standalone_amg,23505
26,3.271957465141494e-07,,26,scale=[1_2] freq=[0.5_0.25] solver=standalone_amg mesh=adapt interpolation=5.0e-3,23920,0.5,0.25,8,adaptive(5.0e-3),adapt,1.0,2.0,standalone_amg,23505
27,1.9909246085162248e-07,,27,scale=[1_2] freq=[0.5_0.25] solver=standalone_amg mesh=adapt interpolation=5.0e-3,23920,0.5,0.25,8,adaptive(5.0e-3),adapt,1.0,2.0,standalone_amg,23505
28,1.2139712835689873e-07,,28,scale=[1_2] freq=[0.5_0.25] solver=standalone_amg mesh=adapt interpolation=5.0e-3,23920,0.5,0.25,8,adaptive(5.0e-3),adapt,1.0,2.0,standalone_amg,23505
29,7.417129908279845e-08,,29,scale=[1_2] freq=[0.5_0.25] solver=standalone_amg mesh=adapt interpolation=5.0e-3,23920,0.5,0.25,8,adaptive(5.0e-3),adapt,1.0,2.0,standalone_amg,23505
30,4.540570950847691e-08,,30,scale=[1_2] freq=[0.5_0.25] solver=standalone_amg mesh=adapt interpolation=5.0e-3,23920,0.5,0.25,8,adaptive(5.0e-3),adapt,1.0,2.0,standalone_amg,23505
31,2.78489549392065e-08,,31,scale=[1_2] freq=[0.5_0.25] solver=standalone_amg mesh=adapt interpolation=5.0e-3,23920,0.5,0.25,8,adaptive(5.0e-3),adapt,1.0,2.0,standalone_amg,23505
32,1.7112354585684394e-08,,32,scale=[1_2] freq=[0.5_0.25] solver=standalone_amg mesh=adapt interpolation=5.0e-3,23920,0.5,0.25,8,adaptive(5.0e-3),adapt,1.0,2.0,standalone_amg,23505
33,1.0533979871621897e-08,,33,scale=[1_2] freq=[0.5_0.25] solver=standalone_amg mesh=adapt interpolation=5.0e-3,23920,0.5,0.25,8,adaptive(5.0e-3),adapt,1.0,2.0,standalone_amg,23505
34,6.4958557433111084e-09,,34,scale=[1_2] freq=[0.5_0.25] solver=standalone_amg mesh=adapt interpolation=5.0e-3,23920,0.5,0.25,8,adaptive(5.0e-3),adapt,1.0,2.0,standalone_amg,23505
35,4.0125502505091915e-09,,35,scale=[1_2] freq=[0.5_0.25] solver=standalone_amg mesh=adapt interpolation=5.0e-3,23920,0.5,0.25,8,adaptive(5.0e-3),adapt,1.0,2.0,standalone_amg,23505
36,2.4826926724045656e-09,,36,scale=[1_2] freq=[0.5_0.25] solver=standalone_amg mesh=adapt interpolation=5.0e-3,23920,0.5,0.25,8,adaptive(5.0e-3),adapt,1.0,2.0,standalone_amg,23505
