matvecs,res_L2,res_Linf,vcycles,group_name,cells,frequency_x,frequency_y,frequency_z,max_depth,mesh,mesh_family,scale_x,scale_y,scale_z,solver,unknowns
8,2.1641893904873567e-11,4.542810415388132e-10,8,scale=[1_1_1] freq=[0.5_0.5_0.5] solver=accelerated_hybrid_mg mesh=adapt interpolation=1.0e-0,6784,0.5,0.5,0.5,5,adaptive(1.0e-0),adapt,1.0,1.0,1.0,accelerated_hybrid_mg,6005
9,2.837439264884792e-12,5.972199720764461e-11,9,scale=[1_1_1] freq=[0.5_0.5_0.5] solver=accelerated_hybrid_mg mesh=adapt interpolation=1.0e-0,6784,0.5,0.5,0.5,5,adaptive(1.0e-0),adapt,1.0,1.0,1.0,accelerated_hybrid_mg,6005
10,1.151394274729131e-13,2.7825893463409785e-12,10,scale=[1_1_1] freq=[0.5_0.5_0.5] solver=accelerated_hybrid_mg mesh=adapt interpolation=1.0e-0,6784,0.5,0.5,0.5,5,adaptive(1.0e-0),adapt,1.0,1.0,1.0,accelerated_hybrid_mg,6005
11,1.1602573778502622e-14,2.1458220487420534e-13,11,scale=[1_1_1] freq=[0.5_0.5_0.5] solver=accelerated_hybrid_mg mesh=adapt interpolation=1.0e-0,6784,0.5,0.5,0.5,5,adaptive(1.0e-0),adapt,1.0,1.0,1.0,accelerated_hybrid_mg,6005
12,4.512326479628385e-16,9.099909051565224e-15,12,scale=[1_1_1] freq=[0.5_0.5_0.5] solver=accelerated_hybrid_mg mesh=adapt interpolation=1.0e-0,6784,0.5,0.5,0.5,5,adaptive(1.0e-0),adapt,1.0,1.0,1.0,accelerated_hybrid_mg,6005
13,2.407946534392325e-17,5.595211697984024e-16,13,scale=[1_1_1] freq=[0.5_0.5_0.5] solver=accelerated_hybrid_mg mesh=adapt interpolation=1.0e-0,6784,0.5,0.5,0.5,5,adaptive(1.0e-0),adapt,1.0,1.0,1.0,accelerated_hybrid_mg,6005
0,0.0031986793456922,0.201272987754135,0,scale=[1_1_1] freq=[0.5_0.5_0.5] solver=accelerated_hybrid_mg mesh=adapt interpolation=1.0e-1,136256,0.5,0.5,0.5,7,adaptive(1.0e-1),adapt,1.0,1.0,1.0,accelerated_hybrid_mg,121953
1,0.0003784185156361072,0.013198945545062832,1,scale=[1_1_1] freq=[0.5_0.5_0.5] solver=accelerated_hybrid_mg mesh=adapt interpolation=1.0e-1,136256,0.5,0.5,0.5,7,adaptive(1.0e-1),adapt,1.0,1.0,1.0,accelerated_hybrid_mg,121953
2,1.835995333799926e-05,0.000794987325538406,2,scale=[1_1_1] freq=[0.5_0.5_0.5] solver=accelerated_hybrid_mg mesh=adapt interpolation=1.0e-1,136256,0.5,0.5,0.5,7,adaptive(1.0e-1),adapt,1.0,1.0,1.0,accelerated_hybrid_mg,121953
3,8.736385816599952e-07,4.5753148639101455e-05,3,scale=[1_1_1] freq=[0.5_0.5_0.5] solver=accelerated_hybrid_mg mesh=adapt interpolation=1.0e-1,136256,0.5,0.5,0.5,7,adaptive(1.0e-1),adapt,1.0,1.0,1.0,accelerated_hybrid_mg,121953
4,4.608434030096168e-08,2.680367243942375e-06,4,scale=[1_1_1] freq=[0.5_0.5_0.5] solver=accelerated_hybrid_mg mesh=adapt interpolation=1.0e-1,136256,0.5,0.5,0.5,7,adaptive(1.0e-1),adapt,1.0,1.0,1.0,accelerated_hybrid_mg,121953
5,5.405970034035768e-09,2.544431566538542e-07,5,scale=[1_1_1] freq=[0.5_0.5_0.5] solver=accelerated_hybrid_mg mesh=adapt interpolation=1.0e-1,136256,0.5,0.5,0.5,7,adaptive(1.0e-1),adapt,1.0,1.0,1.0,accelerated_hybrid_mg,121953
6,6.776032436692762e-10,2.868616884437623e-08,6,scale=[1_1_1] freq=[0.5_0.5_0.5] solver=accelerated_hybrid_mg mesh=adapt interpolation=1.0e-1,136256,0.5,0.5,0.5,7,adaptive(1.0e-1),adapt,1.0,1.0,1.0,accelerated_hybrid_mg,121953
7,3.621224704952039e-11,2.734605703881865e-09,7,scale=[1_1_1] freq=[0.5_0.5_0.5] solver=accelerated_hybrid_mg mesh=adapt interpolation=1.0e-1,136256,0.5,0.5,0.5,7,adaptive(1.0e-1),adapt,1.0,1.0,1.0,accelerated_hybrid_mg,121953
8,3.757618420453708e-12,2.062159015408733e-10,8,scale=[1_1_1] freq=[0.5_0.5_0.5] solver=accelerated_hybrid_mg mesh=adapt interpolation=1.0e-1,136256,0.5,0.5,0.5,7,adaptive(1.0e-1),adapt,1.0,1.0,1.0,accelerated_hybrid_mg,121953
9,3.8820603171395215e-13,1.9642236660362382e-11,9,scale=[1_1_1] freq=[0.5_0.5_0.5] solver=accelerated_hybrid_mg mesh=adapt interpolation=1.0e-1,136256,0.5,0.5,0.5,7,adaptive(1.0e-1),adapt,1.0,1.0,1.0,accelerated_hybrid_mg,121953
10,3.1032594048687215e-14,1.7909410726988767e-12,10,scale=[1_1_1] freq=[0.5_0.5_0.5] solver=accelerated_hybrid_mg mesh=adapt interpolation=1.0e-1,136256,0.5,0.5,0.5,7,adaptive(1.0e-1),adapt,1.0,1.0,1.0,accelerated_hybrid_mg,121953
11,3.3385623977616876e-15,1.8871241816050254e-13,11,scale=[1_1_1] freq=[0.5_0.5_0.5] solver=accelerated_hybrid_mg mesh=adapt interpolation=1.0e-1,136256,0.5,0.5,0.5,7,adaptive(1.0e-1),adapt,1.0,1.0,1.0,accelerated_hybrid_mg,121953
12,2.060301013600983e-16,1.3867814026930518e-14,12,scale=[1_1_1] freq=[0.5_0.5_0.5] solver=accelerated_hybrid_mg mesh=adapt interpolation=1.0e-1,136256,0.5,0.5,0.5,7,adaptive(1.0e-1),adapt,1.0,1.0,1.0,accelerated_hybrid_mg,121953
13,2.2763268082930845e-17,1.525012034157612e-15,13,scale=[1_1_1] freq=[0.5_0.5_0.5] solver=accelerated_hybrid_mg mesh=adapt interpolation=1.0e-1,136256,0.5,0.5,0.5,7,adaptive(1.0e-1),adapt,1.0,1.0,1.0,accelerated_hybrid_mg,121953
0,0.0059887566405615374,0.32017153396327264,0,scale=[1_1_1] freq=[0.5_0.5_0.5] solver=accelerated_hybrid_mg mesh=adapt interpolation=2.0e-1,67264,0.5,0.5,0.5,6,adaptive(2.0e-1),adapt,1.0,1.0,1.0,accelerated_hybrid_mg,59441
1,0.0005993375539285303,0.023004340162288188,1,scale=[1_1_1] freq=[0.5_0.5_0.5] solver=accelerated_hybrid_mg mesh=adapt interpolation=2.0e-1,67264,0.5,0.5,0.5,6,adaptive(2.0e-1),adapt,1.0,1.0,1.0,accelerated_hybrid_mg,59441
2,3.608443770658878e-05,0.001346494326045488,2,scale=[1_1_1] freq=[0.5_0.5_0.5] solver=accelerated_hybrid_mg mesh=adapt interpolation=2.0e-1,67264,0.5,0.5,0.5,6,adaptive(2.0e-1),adapt,1.0,1.0,1.0,accelerated_hybrid_mg,59441
3,1.3669694748793936e-06,5.310335319222681e-05,3,scale=[1_1_1] freq=[0.5_0.5_0.5] solver=accelerated_hybrid_mg mesh=adapt interpolation=2.0e-1,67264,0.5,0.5,0.5,6,adaptive(2.0e-1),adapt,1.0,1.0,1.0,accelerated_hybrid_mg,59441
4,1.210321411120254e-07,3.918331644205245e-06,4,scale=[1_1_1] freq=[0.5_0.5_0.5] solver=accelerated_hybrid_mg mesh=adapt interpolation=2.0e-1,67264,0.5,0.5,0.5,6,adaptive(2.0e-1),adapt,1.0,1.0,1.0,accelerated_hybrid_mg,59441
5,1.29824207412149e-08,3.506485468976527e-07,5,scale=[1_1_1] freq=[0.5_0.5_0.5] solver=accelerated_hybrid_mg mesh=adapt interpolation=2.0e-1,67264,0.5,0.5,0.5,6,adaptive(2.0e-1),adapt,1.0,1.0,1.0,accelerated_hybrid_mg,59441
6,1.2537433288056302e-09,3.0628763500242495e-08,6,scale=[1_1_1] freq=[0.5_0.5_0.5] solver=accelerated_hybrid_mg mesh=adapt interpolation=2.0e-1,67264,0.5,0.5,0.5,6,adaptive(2.0e-1),adapt,1.0,1.0,1.0,accelerated_hybrid_mg,59441
7,8.398266363666173e-11,3.4660538942968143e-09,7,scale=[1_1_1] freq=[0.5_0.5_0.5] solver=accelerated_hybrid_mg mesh=adapt interpolation=2.0e-1,67264,0.5,0.5,0.5,6,adaptive(2.0e-1),adapt,1.0,1.0,1.0,accelerated_hybrid_mg,59441
8,6.652125967538102e-12,2.9411061722981943e-10,8,scale=[1_1_1] freq=[0.5_0.5_0.5] solver=accelerated_hybrid_mg mesh=adapt interpolation=2.0e-1,67264,0.5,0.5,0.5,6,adaptive(2.0e-1),adapt,1.0,1.0,1.0,accelerated_hybrid_mg,59441
9,5.128292244150548e-13,2.56723851624759e-11,9,scale=[1_1_1] freq=[0.5_0.5_0.5] solver=accelerated_hybrid_mg mesh=adapt interpolation=2.0e-1,67264,0.5,0.5,0.5,6,adaptive(2.0e-1),adapt,1.0,1.0,1.0,accelerated_hybrid_mg,59441
10,5.139796220811706e-14,2.7978249636030663e-12,10,scale=[1_1_1] freq=[0.5_0.5_0.5] solver=accelerated_hybrid_mg mesh=adapt interpolation=2.0e-1,67264,0.5,0.5,0.5,6,adaptive(2.0e-1),adapt,1.0,1.0,1.0,accelerated_hybrid_mg,59441
11,7.33761553842072e-15,2.498780575116124e-13,11,scale=[1_1_1] freq=[0.5_0.5_0.5] solver=accelerated_hybrid_mg mesh=adapt interpolation=2.0e-1,67264,0.5,0.5,0.5,6,adaptive(2.0e-1),adapt,1.0,1.0,1.0,accelerated_hybrid_mg,59441
12,5.675915416855456e-16,1.936135319444794e-14,12,scale=[1_1_1] freq=[0.5_0.5_0.5] solver=accelerated_hybrid_mg mesh=adapt interpolation=2.0e-1,67264,0.5,0.5,0.5,6,adaptive(2.0e-1),adapt,1.0,1.0,1.0,accelerated_hybrid_mg,59441
13,3.978232436032527e-17,1.4749067218976256e-15,13,scale=[1_1_1] freq=[0.5_0.5_0.5] solver=accelerated_hybrid_mg mesh=adapt interpolation=2.0e-1,67264,0.5,0.5,0.5,6,adaptive(2.0e-1),adapt,1.0,1.0,1.0,accelerated_hybrid_mg,59441
0,0.015033350870441085,0.6005838918250588,0,scale=[1_1_1] freq=[0.5_0.5_0.5] solver=accelerated_hybrid_mg mesh=adapt interpolation=5.0e-1,14400,0.5,0.5,0.5,5,adaptive(5.0e-1),adapt,1.0,1.0,1.0,accelerated_hybrid_mg,12769
1,0.0006182714052589897,0.01919421572782254,1,scale=[1_1_1] freq=[0.5_0.5_0.5] solver=accelerated_hybrid_mg mesh=adapt interpolation=5.0e-1,14400,0.5,0.5,0.5,5,adaptive(5.0e-1),adapt,1.0,1.0,1.0,accelerated_hybrid_mg,12769
2,4.1014929657037615e-05,0.0007109774179074475,2,scale=[1_1_1] freq=[0.5_0.5_0.5] solver=accelerated_hybrid_mg mesh=adapt interpolation=5.0e-1,14400,0.5,0.5,0.5,5,adaptive(5.0e-1),adapt,1.0,1.0,1.0,accelerated_hybrid_mg,12769
3,1.4088907568586035e-06,2.6002729271996323e-05,3,scale=[1_1_1] freq=[0.5_0.5_0.5] solver=accelerated_hybrid_mg mesh=adapt interpolation=5.0e-1,14400,0.5,0.5,0.5,5,adaptive(5.0e-1),adapt,1.0,1.0,1.0,accelerated_hybrid_mg,12769
4,9.444632206784776e-08,2.3588391440240903e-06,4,scale=[1_1_1] freq=[0.5_0.5_0.5] solver=accelerated_hybrid_mg mesh=adapt interpolation=5.0e-1,14400,0.5,0.5,0.5,5,adaptive(5.0e-1),adapt,1.0,1.0,1.0,accelerated_hybrid_mg,12769
5,6.498303696013759e-09,2.1625161847236954e-07,5,scale=[1_1_1] freq=[0.5_0.5_0.5] solver=accelerated_hybrid_mg mesh=adapt interpolation=5.0e-1,14400,0.5,0.5,0.5,5,adaptive(5.0e-1),adapt,1.0,1.0,1.0,accelerated_hybrid_mg,12769
6,8.00731652260396e-10,1.737646371912655e-08,6,scale=[1_1_1] freq=[0.5_0.5_0.5] solver=accelerated_hybrid_mg mesh=adapt interpolation=5.0e-1,14400,0.5,0.5,0.5,5,adaptive(5.0e-1),adapt,1.0,1.0,1.0,accelerated_hybrid_mg,12769
7,4.42046206612787e-11,1.3365514627325159e-09,7,scale=[1_1_1] freq=[0.5_0.5_0.5] solver=accelerated_hybrid_mg mesh=adapt interpolation=5.0e-1,14400,0.5,0.5,0.5,5,adaptive(5.0e-1),adapt,1.0,1.0,1.0,accelerated_hybrid_mg,12769
8,3.3385521249444987e-12,7.551583319250947e-11,8,scale=[1_1_1] freq=[0.5_0.5_0.5] solver=accelerated_hybrid_mg mesh=adapt interpolation=5.0e-1,14400,0.5,0.5,0.5,5,adaptive(5.0e-1),adapt,1.0,1.0,1.0,accelerated_hybrid_mg,12769
9,1.3874649141238818e-13,4.27029490945841e-12,9,scale=[1_1_1] freq=[0.5_0.5_0.5] solver=accelerated_hybrid_mg mesh=adapt interpolation=5.0e-1,14400,0.5,0.5,0.5,5,adaptive(5.0e-1),adapt,1.0,1.0,1.0,accelerated_hybrid_mg,12769
10,1.3765434485394347e-14,3.726810650431106e-13,10,scale=[1_1_1] freq=[0.5_0.5_0.5] solver=accelerated_hybrid_mg mesh=adapt interpolation=5.0e-1,14400,0.5,0.5,0.5,5,adaptive(5.0e-1),adapt,1.0,1.0,1.0,accelerated_hybrid_mg,12769
11,9.218822576432578e-16,3.4582446899230527e-14,11,scale=[1_1_1] freq=[0.5_0.5_0.5] solver=accelerated_hybrid_mg mesh=adapt interpolation=5.0e-1,14400,0.5,0.5,0.5,5,adaptive(5.0e-1),adapt,1.0,1.0,1.0,accelerated_hybrid_mg,12769
12,5.165949877523061e-17,1.7041088676973227e-15,12,scale=[1_1_1] freq=[0.5_0.5_0.5] solver=accelerated_hybrid_mg mesh=adapt interpolation=5.0e-1,14400,0.5,0.5,0.5,5,adaptive(5.0e-1),adapt,1.0,1.0,1.0,accelerated_hybrid_mg,12769
